Osa01g00379,.,.,,
Osa01g00380,.,.,,
Osa01g00381,.,.,,
Osa01g00382,.,.,,
Osa01g00383,.,.,,
Osa01g00384,.,.,,
Osa01g00385,Zma3g0585,.,,
Osa01g00386,Zma3g0586,.,,
Osa01g00387,.,.,,
Osa01g00388,Zma3g0609,Zma8g0397,,
Osa01g00389,Zma3g0610,.,,
Osa01g00390,Zma3g0611,.,,
Osa01g00391,.,Zma8g0398,,
Osa01g00392,Zma3g0608,.,,
Osa01g00393,.,Zma8g0400,,
Osa01g00394,.,.,,
Osa01g00395,.,.,,
Osa01g00396,Zma3g0607,.,,
Osa01g00397,.,.,,
Osa01g00398,.,.,,
Osa01g00399,.,.,,
Osa01g00400,Zma3g0606,Zma8g0401,,
Osa01g00401,Zma3g0605,Zma8g0402,,
Osa01g00402,.,Zma8g0404,,
Osa01g00403,.,Zma8g0405,,
Osa01g00404,Zma3g0604,.,,
Osa01g00405,Zma3g0603,.,,
Osa01g00406,.,.,,
Osa01g00407,Zma3g0600,Zma8g0407,,
Osa01g00408,.,Zma8g0408,,
Osa01g00409,.,.,,
Osa01g00410,.,.,,
Osa01g00411,.,.,,
Osa01g00412,Zma3g0588,.,,
Osa01g00413,Zma3g0587,.,,
Osa01g00414,.,.,,
Osa01g00415,Zma3g0586,Zma8g0409,,
Osa01g00416,Zma3g0579,.,,
Osa01g00417,Zma3g0585,.,,
Osa01g00418,Zma3g0581,.,,
Osa01g00419,.,.,,
Osa01g00420,Zma3g0582,.,,
Osa01g00421,.,.,,
Osa01g00422,.,Zma8g0410,,
Osa01g00423,Zma3g0583,.,,
Osa01g00424,.,.,,
Osa01g00425,Zma3g0583,.,,
Osa01g00426,Zma3g0584,.,,
Osa01g00427,.,.,,
Osa01g00428,Zma3g0577,.,,
Osa01g00429,Zma3g0576,.,,
Osa01g00430,.,.,,
Osa01g00431,.,.,,
Osa01g00432,.,.,,
Osa01g00433,Zma3g0574,Zma8g0411,,
Osa01g00434,Zma3g0571,,,
Osa01g00435,Zma3g0568,,,
Osa01g00436,Zma3g0567,,,
Osa01g00437,.,,,
Osa01g00438,Zma3g0566,,Zma6g2145,
Osa01g00439,.,,.,
Osa01g00440,.,,Zma6g2144,
Osa01g00441,.,,.,
Osa01g00442,.,,Zma6g2143,
Osa01g00443,.,,.,
Osa01g00444,Zma3g0562,,.,
Osa01g00445,.,,.,
Osa01g00446,.,,.,
Osa01g00447,.,,.,
Osa01g00448,.,,.,
Osa01g00449,.,,.,
Osa01g00450,.,,.,
Osa01g00451,.,,.,
Osa01g00452,.,,.,
Osa01g00453,.,,.,
Osa01g00454,Zma3g0560,,.,
Osa01g00455,Zma3g0559,,.,
Osa01g00456,Zma3g0558,,.,
Osa01g00457,Zma3g0557,,.,
Osa01g00458,Zma3g0556,,.,
Osa01g00459,.,Zma8g0414,.,
Osa01g00460,Zma3g0547,Zma8g0416,.,
Osa01g00461,.,Zma8g0419,.,
Osa01g00462,.,.,Zma6g2138,
Osa01g00463,.,.,.,
Osa01g00464,.,Zma8g0420,Zma6g2137,
Osa01g00465,.,Zma8g0421,.,
Osa01g00466,Zma3g0548,.,.,
Osa01g00467,.,.,.,
Osa01g00468,Zma3g0549,.,.,
Osa01g00469,Zma3g0551,Zma8g0425,Zma6g2136,
Osa01g00470,Zma3g0553,.,.,
Osa01g00471,.,.,.,
Osa01g00472,.,.,.,
Osa01g00473,Zma3g0542,.,Zma6g2123,
Osa01g00474,.,Zma8g0427,,
Osa01g00475,.,,,
Osa01g00476,.,,,
Osa01g00477,.,,,
Osa01g00478,.,,,
Osa01g00479,.,,,
Osa01g00480,.,,,
Osa01g00481,.,,,
Osa01g00482,.,,,
Osa01g00483,.,,,
Osa01g00484,.,,,
Osa01g00485,.,,,
Osa01g00486,.,,,
Osa01g00487,.,,,
Osa01g00488,Zma3g0538,,,
Osa01g00489,.,,,
Osa01g00490,.,,,
Osa01g00491,.,,,
Osa01g00492,.,,,
Osa01g00493,.,,,
Osa01g00494,.,,,
Osa01g00495,.,,,
Osa01g00496,.,,,
Osa01g00497,.,,,
Osa01g00498,.,,,
Osa01g00499,.,,,
Osa01g00500,.,,,
Osa01g00501,.,,,
Osa01g00502,.,,,
Osa01g00503,.,,,
Osa01g00504,Zma3g0533,,,
Osa01g00505,Zma3g0532,Zma8g0431,,
Osa01g00506,Zma3g0531,Zma8g0432,,
Osa01g00507,Zma3g0530,Zma8g0433,,
Osa01g00508,Zma3g0529,.,,
Osa01g00509,Zma3g0528,.,,
Osa01g00510,Zma3g0525,Zma8g0434,,
Osa01g00511,.,.,,
Osa01g00512,.,Zma8g0436,,
Osa01g00513,.,.,,
Osa01g00514,.,Zma8g0437,,
Osa01g00515,.,Zma8g0438,Zma6g2114,
Osa01g00516,Zma3g0523,.,.,Zma8g1369
Osa01g00517,.,.,.,.
Osa01g00518,.,.,.,.
Osa01g00519,.,.,.,.
Osa01g00520,.,.,.,.
Osa01g00521,Zma3g0517,.,.,.
Osa01g00522,Zma3g0509,.,.,Zma8g1368
Osa01g00523,Zma3g0508,.,Zma6g2113,Zma8g1365
Osa01g00524,.,.,.,.
Osa01g00525,.,.,.,.
Osa01g00526,.,.,.,.
Osa01g00527,.,.,.,.
Osa01g00528,.,.,.,.
Osa01g00529,Zma3g0506,Zma8g0449,Zma6g2109,Zma8g1343
Osa01g00530,.,.,.,.
Osa01g00531,.,.,.,.
Osa01g00532,Zma3g0503,.,.,.
Osa01g00533,Zma3g0501,.,.,Zma8g1341
Osa01g00534,.,.,.,
Osa01g00535,Zma3g0498,.,Zma6g2107,
Osa01g00536,Zma3g0494,.,Zma6g2104,
Osa01g00537,Zma3g0493,Zma8g0455,.,
Osa01g00538,Zma3g0492,Zma8g0456,.,
Osa01g00539,Zma3g0491,Zma8g0458,.,
Osa01g00540,Zma3g0490,.,.,
Osa01g00541,Zma3g0489,Zma8g0459,.,
Osa01g00542,.,Zma8g0460,.,
Osa01g00543,Zma3g0488,.,.,
Osa01g00544,.,.,.,
Osa01g00545,.,.,.,
Osa01g00546,Zma3g0477,.,.,
Osa01g00547,Zma3g0471,.,.,
Osa01g00548,Zma3g0467,Zma8g0462,Zma6g2246,
Osa01g00549,.,.,.,
Osa01g00550,Zma3g0463,Zma8g0464,.,
Osa01g00551,Zma3g0462,.,Zma6g2084,
Osa01g00552,Zma3g0458,.,.,
Osa01g00553,.,.,.,
Osa01g00554,.,Zma8g0465,Zma6g2241,
Osa01g00555,Zma3g0456,Zma8g0466,Zma6g2240,
Osa01g00556,.,Zma8g0469,.,
Osa01g00557,.,.,.,
Osa01g00558,Zma3g0453,.,.,
Osa01g00559,.,.,.,
Osa01g00560,Zma3g0452,Zma8g0472,.,
Osa01g00561,.,.,.,
Osa01g00562,.,.,.,
Osa01g00563,.,.,.,
Osa01g00564,.,.,.,
Osa01g00565,.,.,.,
Osa01g00566,Zma3g0451,.,.,
Osa01g00567,.,.,.,
Osa01g00568,Zma3g0450,.,.,
Osa01g00569,Zma3g0449,.,Zma6g2233,
Osa01g00570,.,Zma8g0474,.,
Osa01g00571,.,Zma8g0475,.,
Osa01g00572,Zma3g0447,Zma8g0476,.,
Osa01g00573,.,Zma8g0479,.,
Osa01g00574,Zma3g0445,Zma8g0481,Zma6g2216,
Osa01g00575,.,.,.,
Osa01g00576,.,Zma8g0483,.,
Osa01g00577,Zma3g0442,.,.,
Osa01g00578,Zma3g0441,.,.,
Osa01g00579,Zma3g0439,Zma8g0484,.,
Osa01g00580,.,.,.,
Osa01g00581,Zma3g0435,.,Zma6g2214,
Osa01g00582,.,Zma8g0485,,
Osa01g00583,Zma3g0433,Zma8g0486,,
Osa01g00584,Zma3g0432,.,,
Osa01g00585,.,.,,
Osa01g00586,Zma3g0431,.,,
Osa01g00587,.,.,,
Osa01g00588,.,.,,
Osa01g00589,.,Zma8g0487,,
Osa01g00590,Zma3g0430,.,,
Osa01g00591,.,Zma8g0489,,
Osa01g00592,Zma3g0427,Zma8g0490,,
Osa01g00593,Zma3g0422,.,,
Osa01g00594,.,.,,
Osa01g00595,.,.,,
Osa01g00596,.,.,,
Osa01g00597,.,.,,
Osa01g00598,Zma3g0420,.,,
Osa01g00599,.,.,,
Osa01g00600,.,.,,
Osa01g00601,.,.,,
Osa01g00602,Zma3g0419,.,,
Osa01g00603,Zma3g0417,.,,
Osa01g00604,.,Zma8g0493,,
Osa01g00605,.,.,,
Osa01g00606,Zma3g0413,.,,
Osa01g00607,Zma3g0411,.,,
Osa01g00608,Zma3g0410,.,,
Osa01g00609,Zma3g0409,.,,
Osa01g00610,Zma3g0408,.,,
Osa01g00611,.,Zma8g0497,,
Osa01g00612,.,Zma8g0499,,
Osa01g00613,Zma3g0407,.,,
Osa01g00614,.,.,,
Osa01g00615,Zma3g0406,.,,
Osa01g00616,Zma3g0404,Zma8g0500,,
Osa01g00617,.,Zma8g0503,,
Osa01g00618,Zma3g0402,.,,
Osa01g00619,.,.,,
Osa01g00620,Zma3g0401,.,,
Osa01g00621,Zma3g0400,Zma8g0505,,
Osa01g00622,.,Zma8g0506,,
Osa01g00623,Zma3g0399,.,,
Osa01g00624,.,.,,
Osa01g00625,.,.,,
Osa01g00626,.,.,,
Osa01g00627,Zma3g0385,Zma8g0510,,
Osa01g00628,.,.,,
Osa01g00629,Zma3g0384,Zma8g0513,,
Osa01g00630,Zma3g0383,Zma8g0514,,
Osa01g00631,Zma3g0382,.,,
Osa01g00632,Zma3g0379,.,,
Osa01g00633,Zma3g0378,Zma8g0516,Zma6g2271,
Osa01g00634,.,.,.,
Osa01g00635,Zma3g0376,Zma8g0520,.,
Osa01g00636,.,.,.,
Osa01g00637,.,Zma8g0523,Zma6g2272,
Osa01g00638,.,.,.,
Osa01g00639,Zma3g0372,.,Zma6g2273,
Osa01g00640,Zma3g0371,Zma8g0524,Zma6g2275,
Osa01g00641,Zma3g0370,,.,
Osa01g00642,Zma3g0367,,.,
Osa01g00643,.,,Zma6g2278,
Osa01g00644,.,,,
Osa01g00645,Zma3g0365,,,
Osa01g00646,.,,,
Osa01g00647,.,,,
Osa01g00648,.,,,
Osa01g00649,.,,,
Osa01g00650,.,,,
Osa01g00651,.,,,
Osa01g00652,.,,,
Osa01g00653,Zma3g0363,,,
Osa01g00654,Zma3g0362,,,
Osa01g00655,.,,,
Osa01g00656,Zma3g0358,Zma8g0563,,
Osa01g00657,Zma3g0357,Zma8g0564,,
Osa01g00658,.,.,,
Osa01g00659,Zma3g0354,.,,
Osa01g00660,.,.,,
Osa01g00661,.,.,,
Osa01g00662,.,.,,
Osa01g00663,.,.,,
Osa01g00664,.,Zma8g0568,,
Osa01g00665,.,.,,
Osa01g00666,Zma3g0353,.,,
Osa01g00667,Zma3g0352,.,,
Osa01g00668,.,.,,
Osa01g00669,.,Zma8g0572,,
Osa01g00670,Zma3g0351,Zma8g0573,,
Osa01g00671,Zma3g0350,.,,
Osa01g00672,Zma3g0348,.,,
Osa01g00673,.,.,,
Osa01g00674,Zma3g0340,.,,
Osa01g00675,Zma3g0338,Zma8g0580,,
Osa01g00676,.,.,,
Osa01g00677,.,.,,
Osa01g00678,.,.,,
Osa01g00679,.,.,,
Osa01g00680,.,.,,
Osa01g00681,Zma3g0337,.,,
Osa01g00682,Zma3g0334,.,,
Osa01g00683,.,Zma8g0586,,
Osa01g00684,.,.,,
Osa01g00685,Zma3g0332,.,,
Osa01g00686,Zma3g0329,Zma8g0585,,
Osa01g00687,Zma3g0317,.,,
Osa01g00688,Zma3g0316,.,,
Osa01g00689,Zma3g0315,.,,
Osa01g00690,Zma3g0314,Zma8g0535,,
Osa01g00691,.,.,,
Osa01g00692,Zma3g0313,Zma8g0534,,
Osa01g00693,Zma3g0312,.,,
Osa01g00694,.,.,,
Osa01g00695,.,.,,
Osa01g00696,.,.,,
Osa01g00697,.,Zma8g0533,,
Osa01g00698,Zma3g0307,Zma8g0532,,
Osa01g00699,.,.,,
Osa01g00700,Zma3g0304,Zma8g0530,Zma6g2262,
Osa01g00701,Zma3g0303,.,.,
Osa01g00702,Zma3g0302,.,.,
Osa01g00703,.,.,.,
Osa01g00704,.,.,.,
Osa01g00705,.,Zma8g0561,.,
Osa01g00706,.,.,.,
Osa01g00707,.,.,.,
Osa01g00708,Zma3g0297,.,Zma6g2258,
Osa01g00709,.,.,.,
Osa01g00710,.,.,.,
Osa01g00711,.,.,.,
Osa01g00712,.,.,.,
Osa01g00713,.,.,.,
Osa01g00714,.,.,.,
Osa01g00715,.,.,.,
Osa01g00716,.,.,.,
Osa01g00717,Zma3g0295,.,.,
Osa01g00718,.,.,.,
Osa01g00719,Zma3g0294,.,Zma6g2255,Zma8g1748
Osa01g00720,.,.,Zma6g2254,.
Osa01g00721,Zma3g0277,Zma8g0560,Zma6g2253,Zma8g1749
Osa01g00722,.,.,.,.
Osa01g00723,.,.,.,.
Osa01g00724,.,.,.,.
Osa01g00725,.,.,Zma6g2242,Zma8g1755
Osa01g00726,Zma3g0278,Zma8g0559,,.
Osa01g00727,Zma3g0282,.,,.
Osa01g00728,Zma3g0283,Zma8g0557,Zma6g2326,Zma8g1758
Osa01g00729,Zma3g0284,.,.,.
Osa01g00730,Zma3g0285,Zma8g0556,.,.
Osa01g00731,Zma3g0288,.,.,.
Osa01g00732,.,.,.,.
Osa01g00733,Zma3g0293,.,Zma6g2324,Zma8g1760
Osa01g00734,Zma3g0276,Zma8g0553,.,
Osa01g00735,.,.,.,
Osa01g00736,.,.,.,
Osa01g00737,.,.,.,
Osa01g00738,Zma3g0271,Zma8g0552,Zma6g2322,
Osa01g00739,.,.,.,
Osa01g00740,.,.,.,
Osa01g00741,Zma3g0270,.,.,
Osa01g00742,.,.,.,
Osa01g00743,Zma3g0268,.,.,
Osa01g00744,.,.,.,
Osa01g00745,Zma3g0266,Zma8g0550,.,
Osa01g00746,Zma3g0265,.,.,
Osa01g00747,.,.,.,
Osa01g00748,Zma3g0263,.,.,
Osa01g00749,Zma3g0260,Zma8g0548,.,
