Ssp1Ag0001,,,,,,,
Ssp1Ag0123,.,Ssp1Cg0106,Ssp1Dg0144,,Ssp1Bg1675,Ssp1Cg1529,
Ssp1Ag0124,Ssp1Bg0079,.,Ssp1Dg0147,,.,.,
Ssp1Ag0125,.,Ssp1Cg0110,Ssp1Dg0150,,.,.,
Ssp1Ag0126,Ssp1Bg0082,.,.,,.,.,
Ssp1Ag0127,Ssp1Bg0087,Ssp1Cg0114,Ssp1Dg0153,,.,.,
Ssp1Ag0128,.,Ssp1Cg0115,Ssp1Dg0155,,.,.,
Ssp1Ag0129,.,Ssp1Cg0116,.,,Ssp1Bg1677,.,
Ssp1Ag0130,Ssp1Bg0089,Ssp1Cg0120,.,,Ssp1Bg1678,Ssp1Cg1533,
Ssp1Ag0131,Ssp1Bg0090,.,.,,.,.,
Ssp1Ag0132,.,Ssp1Cg0126,Ssp1Dg0163,,.,.,Ssp1Dg1601
Ssp1Ag0133,.,.,Ssp1Dg0161,,.,.,.
Ssp1Ag0134,.,.,Ssp1Dg0160,,.,.,.
Ssp1Ag0135,Ssp1Bg0093,.,.,,.,.,.
Ssp1Ag0136,Ssp1Bg0094,.,.,,.,.,.
Ssp1Ag0137,Ssp1Bg0095,.,Ssp1Dg0159,,.,.,.
Ssp1Ag0138,.,.,Ssp1Dg0156,,.,.,.
Ssp1Ag0139,.,Ssp1Cg0129,Ssp1Dg0164,,.,.,Ssp1Dg1600
Ssp1Ag0140,Ssp1Bg0101,Ssp1Cg0130,.,,Ssp1Bg1698,Ssp1Cg1556,.
Ssp1Ag0141,.,Ssp1Cg0131,Ssp1Dg0165,,.,.,.
Ssp1Ag0142,.,Ssp1Cg0132,Ssp1Dg0166,,.,.,.
Ssp1Ag0143,.,Ssp1Cg0133,.,,.,.,.
Ssp1Ag0144,.,.,Ssp1Dg0167,,.,.,.
Ssp1Ag0145,.,.,.,,.,.,.
Ssp1Ag0146,Ssp1Bg0102,Ssp1Cg0135,Ssp1Dg0168,,.,.,.
Ssp1Ag0147,Ssp1Bg0103,Ssp1Cg0136,Ssp1Dg0169,,.,.,.
Ssp1Ag0148,Ssp1Bg0104,Ssp1Cg0137,Ssp1Dg0170,,.,.,.
Ssp1Ag0149,Ssp1Bg0105,Ssp1Cg0138,Ssp1Dg0171,,.,.,.
Ssp1Ag0150,Ssp1Bg0106,Ssp1Cg0139,Ssp1Dg0175,,.,.,.
Ssp1Ag0151,Ssp1Bg0107,Ssp1Cg0140,Ssp1Dg0176,,Ssp1Bg1699,Ssp1Cg1558,Ssp1Dg1597
Ssp1Ag0152,Ssp1Bg0108,Ssp1Cg0141,Ssp1Dg0177,,,.,.
Ssp1Ag0153,Ssp1Bg0110,Ssp1Cg0142,Ssp1Dg0179,,,.,.
Ssp1Ag0154,Ssp1Bg0111,Ssp1Cg0143,Ssp1Dg0180,,,.,.
Ssp1Ag0155,.,.,Ssp1Dg0183,,,.,.
Ssp1Ag0156,.,.,Ssp1Dg0184,,,.,.
Ssp1Ag0157,.,.,.,,,.,.
Ssp1Ag0158,.,.,.,,,.,.
Ssp1Ag0159,Ssp1Bg0112,.,Ssp1Dg0190,,,.,.
Ssp1Ag0160,Ssp1Bg0113,.,Ssp1Dg0191,,,Ssp1Cg1559,.
Ssp1Ag0161,.,.,.,,,.,.
Ssp1Ag0162,Ssp1Bg0115,Ssp1Cg0145,.,,,Ssp1Cg1562,Ssp1Dg1595
Ssp1Ag0163,Ssp1Bg0117,.,.,,,,Ssp1Dg1593
Ssp1Ag0164,Ssp1Bg0118,Ssp1Cg0146,.,,,,
Ssp1Ag0165,.,Ssp1Cg0147,Ssp1Dg0192,,,,
Ssp1Ag0166,Ssp1Bg0120,Ssp1Cg0148,.,,,,
Ssp1Ag0167,Ssp1Bg0121,Ssp1Cg0149,.,,,,
Ssp1Ag0168,Ssp1Bg0122,Ssp1Cg0150,.,,,,
Ssp1Ag0169,Ssp1Bg0123,Ssp1Cg0151,.,,,,
Ssp1Ag0170,Ssp1Bg0124,Ssp1Cg0152,.,,,,
Ssp1Ag0171,Ssp1Bg0125,Ssp1Cg0153,Ssp1Dg0193,,,,
Ssp1Ag0172,Ssp1Bg0126,Ssp1Cg0154,Ssp1Dg0194,,,,
Ssp1Ag0173,Ssp1Bg0127,Ssp1Cg0155,Ssp1Dg0195,,,,
Ssp1Ag0174,Ssp1Bg0128,.,Ssp1Dg0196,,,,
Ssp1Ag0175,Ssp1Bg0129,.,Ssp1Dg0044,,,,
Ssp1Ag0176,Ssp1Bg0133,Ssp1Cg0157,Ssp1Dg0046,,,,
Ssp1Ag0177,.,.,Ssp1Dg0047,,,,
Ssp1Ag0178,Ssp1Bg0134,.,.,,,,
Ssp1Ag0179,.,.,.,,,,
Ssp1Ag0180,.,.,.,,,,
Ssp1Ag0181,Ssp1Bg0137,.,Ssp1Dg0052,,,,
Ssp1Ag0182,.,.,Ssp1Dg0053,,,,
Ssp1Ag0183,.,.,Ssp1Dg0054,,,,
Ssp1Ag0184,.,Ssp1Cg0158,Ssp1Dg0055,,,,
Ssp1Ag0185,.,.,.,,,,
Ssp1Ag0186,.,.,.,,,,
Ssp1Ag0187,Ssp1Bg0141,.,Ssp1Dg0207,,,,
Ssp1Ag0188,.,Ssp1Cg0161,Ssp1Dg0205,,,,
Ssp1Ag0189,.,.,Ssp1Dg0206,,,,
Ssp1Ag0190,Ssp1Bg0142,Ssp1Cg0162,Ssp1Dg0207,,,,
Ssp1Ag0191,Ssp1Bg0143,Ssp1Cg0164,Ssp1Dg0208,,,,
Ssp1Ag0192,Ssp1Bg0144,Ssp1Cg0165,Ssp1Dg0202,,,,
Ssp1Ag0193,Ssp1Bg0146,.,.,,,,
Ssp1Ag0194,.,.,.,,,,
Ssp1Ag0195,.,Ssp1Cg0168,Ssp1Dg0201,,,,
Ssp1Ag0196,Ssp1Bg0147,Ssp1Cg0169,.,,,,
Ssp1Ag0197,Ssp1Bg0148,.,.,,,,
Ssp1Ag0198,Ssp1Bg0149,Ssp1Cg0171,.,,,,
Ssp1Ag0199,Ssp1Bg0153,.,Ssp1Dg0211,,,,
Ssp1Ag0200,Ssp1Bg0155,Ssp1Cg0202,Ssp1Dg0212,,,,
Ssp1Ag0201,Ssp1Bg0156,Ssp1Cg0203,Ssp1Dg0213,,,,
Ssp1Ag0202,Ssp1Bg0157,Ssp1Cg0205,Ssp1Dg0215,,,,
Ssp1Ag0203,Ssp1Bg0158,.,Ssp1Dg0198,,,,
Ssp1Ag0204,Ssp1Bg0162,Ssp1Cg0174,Ssp1Dg0227,,,,
Ssp1Ag0205,.,.,.,,,,
Ssp1Ag0206,.,.,.,,,,
Ssp1Ag0207,.,Ssp1Cg0206,.,,,,
Ssp1Ag0208,.,.,.,,,,
Ssp1Ag0209,.,.,.,,,,
Ssp1Ag0210,.,.,.,,,,
Ssp1Ag0211,.,.,.,,,,
Ssp1Ag0212,Ssp1Bg0176,.,Ssp1Dg0239,,,,
Ssp1Ag0213,.,Ssp1Cg0212,.,,,,
Ssp1Ag0214,.,Ssp1Cg0214,Ssp1Dg0241,Ssp1Ag1502,,Ssp1Cg1587,Ssp1Dg1616
Ssp1Ag0215,Ssp1Bg0182,Ssp1Cg0215,Ssp1Dg0242,Ssp1Ag1503,,.,Ssp1Dg1617
Ssp1Ag0216,Ssp1Bg0184,Ssp1Cg0217,.,Ssp1Ag1505,,Ssp1Cg1590,Ssp1Dg1619
Ssp1Ag0217,.,.,Ssp1Dg0244,.,,.,.
Ssp1Ag0218,Ssp1Bg0186,.,Ssp1Dg0245,.,,.,.
Ssp1Ag0219,Ssp1Bg0187,.,Ssp1Dg0246,.,,.,.
Ssp1Ag0220,Ssp1Bg0190,.,Ssp1Dg0249,.,,.,.
Ssp1Ag0221,.,.,.,.,,.,.
Ssp1Ag0222,.,Ssp1Cg0220,.,Ssp1Ag1507,,Ssp1Cg1595,.
Ssp1Ag0223,.,.,.,.,,.,.
Ssp1Ag0224,.,.,.,.,,.,.
Ssp1Ag0225,.,.,Ssp1Dg0254,Ssp1Ag1517,,Ssp1Cg1596,Ssp1Dg1621
Ssp1Ag0226,.,.,Ssp1Dg0255,,,.,.
Ssp1Ag0227,.,.,Ssp1Dg0256,,,.,.
Ssp1Ag0228,.,Ssp1Cg0223,Ssp1Dg0257,,,.,.
Ssp1Ag0229,.,Ssp1Cg0224,.,,,.,.
Ssp1Ag0230,Ssp1Bg0210,Ssp1Cg0225,Ssp1Dg0273,,,.,.
Ssp1Ag0231,Ssp1Bg0211,Ssp1Cg0228,.,,,.,.
Ssp1Ag0232,Ssp1Bg0212,Ssp1Cg0229,Ssp1Dg0272,,,.,.
Ssp1Ag0233,.,Ssp1Cg0234,Ssp1Dg0269,,,.,.
Ssp1Ag0234,.,Ssp1Cg0233,.,,,.,.
Ssp1Ag0235,.,Ssp1Cg0232,Ssp1Dg0270,,,.,.
Ssp1Ag0236,.,Ssp1Cg0231,.,,,.,.
Ssp1Ag0237,.,Ssp1Cg0230,Ssp1Dg0271,,,.,.
Ssp1Ag0238,Ssp1Bg0213,.,.,,,.,.
Ssp1Ag0239,Ssp1Bg0214,Ssp1Cg0238,.,,,Ssp1Cg1598,Ssp1Dg1626
Ssp1Ag0240,.,.,.,,,.,.
Ssp1Ag0241,Ssp1Bg0216,.,Ssp1Dg0267,,,.,.
Ssp1Ag0242,Ssp1Bg0217,Ssp1Cg0240,Ssp1Dg0266,,,.,.
Ssp1Ag0243,.,Ssp1Cg0241,Ssp1Dg0262,,,.,.
Ssp1Ag0244,Ssp1Bg0220,Ssp1Cg0242,Ssp1Dg0259,,,.,.
Ssp1Ag0245,Ssp1Bg0221,Ssp1Cg0243,.,,,Ssp1Cg1599,Ssp1Dg1627
Ssp1Ag0246,Ssp1Bg0222,Ssp1Cg0244,.,,,Ssp1Cg2249,Ssp1Dg2203
Ssp1Ag0247,.,Ssp1Cg0246,Ssp1Dg0275,,,.,.
Ssp1Ag0248,.,.,.,,,.,.
Ssp1Ag0249,.,Ssp1Cg0248,Ssp1Dg0276,,,.,.
Ssp1Ag0250,Ssp1Bg0223,Ssp1Cg0249,Ssp1Dg0277,,,.,.
Ssp1Ag0251,.,.,.,,,.,.
Ssp1Ag0252,Ssp1Bg0224,Ssp1Cg0250,.,,Ssp1Bg2353,Ssp1Cg2248,Ssp1Dg2202
Ssp1Ag0253,.,Ssp1Cg0251,.,,.,.,.
Ssp1Ag0254,.,.,.,,.,.,.
Ssp1Ag0255,Ssp1Bg0227,Ssp1Cg0252,Ssp1Dg0278,,.,.,.
Ssp1Ag0256,Ssp1Bg0231,Ssp1Cg0273,Ssp1Dg0280,,Ssp1Bg2364,Ssp1Cg2243,Ssp1Dg2183
Ssp1Ag0257,Ssp1Bg0230,Ssp1Cg0274,.,,.,.,.
Ssp1Ag0258,Ssp1Bg0233,Ssp1Cg0272,.,,Ssp1Bg2381,Ssp1Cg2230,Ssp1Dg2176
Ssp1Ag0259,Ssp1Bg0236,.,Ssp1Dg0285,,Ssp1Bg2382,Ssp1Cg2229,Ssp1Dg2175
Ssp1Ag0260,Ssp1Bg0238,Ssp1Cg0269,Ssp1Dg0286,,.,.,.
Ssp1Ag0261,.,Ssp1Cg0268,Ssp1Dg0290,,.,.,.
Ssp1Ag0262,.,Ssp1Cg0261,.,,.,.,.
Ssp1Ag0263,.,Ssp1Cg0260,Ssp1Dg0291,,.,.,.
Ssp1Ag0264,Ssp1Bg0208,.,.,,.,.,.
Ssp1Ag0265,Ssp1Bg0207,.,Ssp1Dg0299,,.,.,.
Ssp1Ag0266,Ssp1Bg0206,.,Ssp1Dg0300,,.,.,.
Ssp1Ag0267,.,.,Ssp1Dg0301,,.,Ssp1Cg2225,.
Ssp1Ag0268,Ssp1Bg0205,.,.,,.,.,.
Ssp1Ag0269,Ssp1Bg0204,Ssp1Cg0285,Ssp1Dg0302,,.,Ssp1Cg2224,Ssp1Dg2170
Ssp1Ag0270,.,Ssp1Cg0280,.,,.,Ssp1Cg2223,Ssp1Dg2169
Ssp1Ag0271,.,Ssp1Cg0281,.,,.,.,
Ssp1Ag0272,.,Ssp1Cg0283,Ssp1Dg0305,,.,.,
Ssp1Ag0273,.,Ssp1Cg0282,.,,Ssp1Bg2387,.,
Ssp1Ag0274,.,Ssp1Cg0284,Ssp1Dg0306,,,.,
Ssp1Ag0275,.,.,Ssp1Dg0307,,,.,
Ssp1Ag0276,.,Ssp1Cg0277,.,,,.,
Ssp1Ag0277,Ssp1Bg0244,Ssp1Cg0291,Ssp1Dg0312,,,.,
Ssp1Ag0278,.,Ssp1Cg0276,.,,,.,
Ssp1Ag0279,Ssp1Bg0250,Ssp1Cg0292,.,,,.,
Ssp1Ag0280,Ssp1Bg0251,Ssp1Cg0293,.,,,.,
Ssp1Ag0281,.,Ssp1Cg0294,Ssp1Dg0318,,,.,
Ssp1Ag0282,.,.,.,,,.,
Ssp1Ag0283,.,.,.,,,.,
Ssp1Ag0284,.,.,.,,,.,
Ssp1Ag0285,Ssp1Bg0252,Ssp1Cg0296,.,,,Ssp1Cg2202,
Ssp1Ag0286,.,.,.,,,.,
Ssp1Ag0287,Ssp1Bg0253,Ssp1Cg0299,.,,,.,
Ssp1Ag0288,Ssp1Bg0255,.,.,,,.,
Ssp1Ag0289,Ssp1Bg0256,Ssp1Cg0301,Ssp1Dg0321,,,.,
Ssp1Ag0290,.,.,.,,,Ssp1Cg2200,
Ssp1Ag0291,.,Ssp1Cg0302,.,,,.,
Ssp1Ag0292,.,.,.,,,.,
Ssp1Ag0293,Ssp1Bg0258,.,Ssp1Dg0322,,,.,
Ssp1Ag0294,.,Ssp1Cg0306,.,,,.,
Ssp1Ag0295,.,.,.,,,Ssp1Cg2198,
Ssp1Ag0296,Ssp1Bg0259,Ssp1Cg0307,Ssp1Dg0323,,,,
Ssp1Ag0297,Ssp1Bg0261,.,Ssp1Dg0325,,,,
Ssp1Ag0298,Ssp1Bg0262,.,.,,,,
Ssp1Ag0299,Ssp1Bg0264,.,.,,,,
Ssp1Ag0300,Ssp1Bg0265,.,.,,,,
Ssp1Ag0301,Ssp1Bg0266,Ssp1Cg0309,.,,,,
Ssp1Ag0302,Ssp1Bg0267,Ssp1Cg0310,Ssp1Dg0326,,,,
Ssp1Ag0303,.,Ssp1Cg0313,.,,,,
Ssp1Ag0304,.,.,.,,,,
Ssp1Ag0305,.,.,.,,,,
Ssp1Ag0306,.,.,.,,,,
Ssp1Ag0307,.,.,.,,,,
Ssp1Ag0308,.,.,.,,,,
Ssp1Ag0309,Ssp1Bg0269,Ssp1Cg0326,.,,,,
Ssp1Ag0310,.,.,.,,,,
Ssp1Ag0311,.,Ssp1Cg0321,.,,,,
Ssp1Ag0312,.,Ssp1Cg0319,.,,,,
Ssp1Ag0313,Ssp1Bg0272,Ssp1Cg0320,.,,,,
Ssp1Ag0314,Ssp1Bg0273,.,.,,,,
Ssp1Ag0315,.,.,.,,,,
Ssp1Ag0316,.,Ssp1Cg0317,.,,,,
Ssp1Ag0317,.,.,.,,,,
Ssp1Ag0318,Ssp1Bg0277,Ssp1Cg0327,.,,,,
Ssp1Ag0319,.,.,.,,,,
Ssp1Ag0320,.,Ssp1Cg0328,.,,,,
Ssp1Ag0321,Ssp1Bg0279,Ssp1Cg0316,.,,,,
Ssp1Ag0322,Ssp1Bg0287,.,.,,,,
Ssp1Ag0323,Ssp1Bg0288,.,.,,,,Ssp1Dg2126
Ssp1Ag0324,Ssp1Bg0289,.,.,,,,.
Ssp1Ag0325,.,Ssp1Cg0329,Ssp1Dg0335,,,,.
Ssp1Ag0326,.,Ssp1Cg0331,.,,,,.
Ssp1Ag0327,.,.,.,,,,.
Ssp1Ag0328,.,Ssp1Cg0333,.,,,,.
Ssp1Ag0329,Ssp1Bg0294,.,.,,,,.
Ssp1Ag0330,Ssp1Bg0295,Ssp1Cg0339,.,,,,.
Ssp1Ag0331,Ssp1Bg0296,.,.,,,,.
Ssp1Ag0332,Ssp1Bg0298,.,.,,,,Ssp1Dg2121
Ssp1Ag0333,Ssp1Bg0301,Ssp1Cg0193,Ssp1Dg0338,,,,.
Ssp1Ag0334,Ssp1Bg0302,Ssp1Cg0194,.,,,,Ssp1Dg2114
Ssp1Ag0335,Ssp1Bg0303,Ssp1Cg0195,Ssp1Dg0340,,,,Ssp1Dg2111
Ssp1Ag0336,.,Ssp1Cg0196,.,,,,.
Ssp1Ag0337,Ssp1Bg0304,Ssp1Cg0197,Ssp1Dg0341,,,,.
Ssp1Ag0338,.,Ssp1Cg0198,Ssp1Dg0342,,,,.
Ssp1Ag0339,Ssp1Bg0306,Ssp1Cg0200,Ssp1Dg0344,,,,.
Ssp1Ag0340,Ssp1Bg0307,.,.,,,,.
Ssp1Ag0341,Ssp1Bg0308,.,.,,,,.
Ssp1Ag0342,.,Ssp1Cg0340,.,,,,.
Ssp1Ag0343,Ssp1Bg0309,Ssp1Cg0342,Ssp1Dg0350,,,,.
Ssp1Ag0344,Ssp1Bg0315,Ssp1Cg0349,Ssp1Dg0355,,,,.
Ssp1Ag0345,Ssp1Bg0317,Ssp1Cg0346,.,,,,.
Ssp1Ag0346,.,Ssp1Cg0344,Ssp1Dg0356,,,,.
Ssp1Ag0347,.,Ssp1Cg0343,Ssp1Dg0357,,,,.
Ssp1Ag0348,Ssp1Bg0311,Ssp1Cg0341,,,,,Ssp1Dg2110
Ssp1Ag0349,Ssp1Bg0312,Ssp1Cg0344,,,,,
Ssp1Ag0350,.,.,,,,,
Ssp1Ag0351,Ssp1Bg0322,Ssp1Cg0358,,,,,
Ssp1Ag0352,Ssp1Bg0325,Ssp1Cg0359,,,,,
Ssp1Ag0353,.,Ssp1Cg0360,,,,,
Ssp1Ag0354,Ssp1Bg0324,Ssp1Cg0361,,,,,
Ssp1Ag0355,Ssp1Bg0323,Ssp1Cg0362,,,,,
Ssp1Ag0356,.,.,,,,,
Ssp1Ag0357,Ssp1Bg0314,Ssp1Cg0351,,,,,
Ssp1Ag0358,Ssp1Bg0318,Ssp1Cg0352,,,,,
Ssp1Ag0359,Ssp1Bg0320,.,,,,,
Ssp1Ag0360,.,.,,,,,
Ssp1Ag0361,.,.,,,,,
Ssp1Ag0362,Ssp1Bg0321,.,,,,,
Ssp1Ag0363,Ssp1Bg0320,.,,,,,
Ssp1Ag0364,.,.,,,,,
Ssp1Ag0365,Ssp1Bg0319,Ssp1Cg0353,,,,,
Ssp1Ag0366,Ssp1Bg0318,.,,,,,
Ssp1Ag0367,.,.,,,,,
Ssp1Ag0368,.,Ssp1Cg0381,,,,,
Ssp1Ag0369,Ssp1Bg0343,Ssp1Cg0384,,,,,
Ssp1Ag0370,.,.,,,,,
Ssp1Ag0371,Ssp1Bg0335,Ssp1Cg0370,,,,,
Ssp1Ag0372,.,Ssp1Cg0369,,,,,
Ssp1Ag0373,Ssp1Bg0334,Ssp1Cg0367,,,,,
Ssp1Ag0374,.,.,,,,,
Ssp1Ag0375,.,Ssp1Cg0366,,,,,
Ssp1Ag0376,Ssp1Bg0332,Ssp1Cg0364,,,,,
Ssp1Ag0377,Ssp1Bg0330,.,,,,,
Ssp1Ag0378,.,.,,,,,
