Osa01g00117,Ssp3Ag2068,.,Ssp3Cg2594,Ssp3Dg1571,,,,
Osa01g00118,Ssp3Ag2069,.,Ssp3Cg2595,.,,,,
Osa01g00119,.,.,Ssp3Cg2596,Ssp3Dg1574,,,,
Osa01g00120,.,.,.,Ssp3Dg1570,,,,
Osa01g00121,Ssp3Ag2072,.,.,Ssp3Dg1571,,,,
Osa01g00122,.,.,.,Ssp3Dg1569,,,,
Osa01g00123,.,.,.,Ssp3Dg1568,,,,
Osa01g00124,.,.,.,Ssp3Dg1569,,,,
Osa01g00125,.,.,.,Ssp3Dg1576,,,,
Osa01g00126,.,.,.,Ssp3Dg1568,,,,
Osa01g00127,.,.,.,.,,,,
Osa01g00128,.,.,.,.,,,,
Osa01g00129,.,.,.,.,,,,
Osa01g00130,Ssp3Ag2074,.,.,Ssp3Dg1572,,,,
Osa01g00131,Ssp3Ag2072,Ssp3Bg2232,.,Ssp3Dg1571,,,,
Osa01g00132,.,.,.,Ssp3Dg1575,,,,
Osa01g00133,.,.,Ssp3Cg2596,Ssp3Dg1570,,,,
Osa01g00134,Ssp3Ag2069,.,.,Ssp3Dg1572,,,,
Osa01g00135,.,.,Ssp3Cg2600,Ssp3Dg1571,,,,
Osa01g00136,.,.,Ssp3Cg2595,Ssp3Dg1569,,,,
Osa01g00137,.,.,.,Ssp3Dg1569,,,,
Osa01g00138,Ssp3Ag2068,.,Ssp3Cg2594,Ssp3Dg1568,,,,
Osa01g00139,.,.,Ssp3Cg2591,Ssp3Dg1569,,,,
Osa01g00140,Ssp3Ag2066,.,Ssp3Cg2592,Ssp3Dg1571,,,,
Osa01g00141,.,.,.,.,,,,
Osa01g00142,.,.,Ssp3Cg2596,Ssp3Dg1572,,,,
Osa01g00143,.,.,Ssp3Cg2594,Ssp3Dg1571,,,,
Osa01g00144,.,.,Ssp3Cg2595,Ssp3Dg1572,,,,
Osa01g00145,.,.,Ssp3Cg2600,Ssp3Dg1568,,,,
Osa01g00146,.,.,Ssp3Cg2596,Ssp3Dg1570,,,,
Osa01g00147,.,.,Ssp3Cg2594,Ssp3Dg1571,,,,
Osa01g00148,.,.,Ssp3Cg2591,Ssp3Dg1574,,,,
Osa01g00149,.,.,Ssp3Cg2594,Ssp3Dg1576,,,,
Osa01g00150,.,.,Ssp3Cg2591,Ssp3Dg1574,,,,
Osa01g00151,.,.,.,Ssp3Dg1576,,,,
Osa01g00152,.,.,.,.,,,,
Osa01g00153,.,.,.,.,,,,
Osa01g00154,Ssp3Ag2075,Ssp3Bg2234,Ssp3Cg2601,Ssp3Dg1589,,,,
Osa01g00155,Ssp3Ag2076,.,Ssp3Cg2602,Ssp3Dg1590,,,,
Osa01g00156,Ssp3Ag2077,.,Ssp3Cg2604,Ssp3Dg1591,,,,
Osa01g00157,Ssp3Ag2078,Ssp3Bg2236,Ssp3Cg2605,.,,,,
Osa01g00158,Ssp3Ag2079,.,Ssp3Cg2606,Ssp3Dg1592,,,,
Osa01g00159,.,.,Ssp3Cg2607,Ssp3Dg1593,,,,
Osa01g00160,Ssp3Ag2082,Ssp3Bg2237,Ssp3Cg2609,Ssp3Dg1596,,,,
Osa01g00161,Ssp3Ag2086,.,Ssp3Cg2610,Ssp3Dg1597,,,,
Osa01g00162,Ssp3Ag2087,Ssp3Bg2239,Ssp3Cg2614,Ssp3Dg1603,,,,
Osa01g00163,.,.,.,.,,,,
Osa01g00164,.,.,.,.,,,,
Osa01g00165,.,.,.,.,,,,
Osa01g00166,.,.,.,.,,,,
Osa01g00167,.,.,.,.,,,,
Osa01g00168,Ssp3Ag2089,.,Ssp3Cg2615,Ssp3Dg1605,,,,
Osa01g00169,Ssp3Ag2091,.,.,.,,,,
Osa01g00170,Ssp3Ag2092,.,Ssp3Cg2616,.,,,,
Osa01g00171,Ssp3Ag2093,.,Ssp3Cg2617,.,,,,
Osa01g00172,Ssp3Ag2094,.,.,Ssp3Dg1606,,,,
Osa01g00173,Ssp3Ag2095,.,.,.,,,,
Osa01g00174,Ssp3Ag2096,Ssp3Bg2246,Ssp3Cg2619,.,,,,
Osa01g00175,Ssp3Ag2097,.,Ssp3Cg2620,Ssp3Dg1608,,,,
Osa01g00176,Ssp3Ag2098,Ssp3Bg2247,Ssp3Cg2621,.,,,,
Osa01g00177,Ssp3Ag2099,.,Ssp3Cg2622,.,,,,
Osa01g00178,Ssp3Ag2101,Ssp3Bg2248,Ssp3Cg2623,Ssp3Dg1609,,,,
Osa01g00179,Ssp3Ag2103,.,.,Ssp3Dg1611,,,,
Osa01g00180,Ssp3Ag2105,.,Ssp3Cg2625,.,,,,
Osa01g00181,Ssp3Ag2106,.,Ssp3Cg2626,.,,,,
Osa01g00182,Ssp3Ag2113,Ssp3Bg2249,.,.,,,,
Osa01g00183,Ssp3Ag2114,Ssp3Bg2251,Ssp3Cg2627,Ssp3Dg1616,,,,
Osa01g00184,.,.,.,.,,,,
Osa01g00185,.,.,.,.,,,,
Osa01g00186,.,.,.,.,,,,
Osa01g00187,.,.,.,.,,,,
Osa01g00188,.,.,.,.,,,,
Osa01g00189,.,.,Ssp3Cg2632,Ssp3Dg1622,,,,
Osa01g00190,.,.,.,.,,,,
Osa01g00191,.,.,.,.,,,,
Osa01g00192,.,.,.,.,,,,
Osa01g00193,.,.,.,.,,,,
Osa01g00194,.,.,.,.,,,,
Osa01g00195,.,.,.,.,,,,
Osa01g00196,.,.,.,.,,,,
Osa01g00197,.,.,.,.,,,,
Osa01g00198,.,.,.,.,,,,
Osa01g00199,.,.,.,.,,,,
Osa01g00200,.,.,.,.,,,,
Osa01g00201,.,.,.,.,,,,
Osa01g00202,.,.,.,.,,,,
Osa01g00203,.,.,Ssp3Cg2635,.,,,,
Osa01g00204,.,Ssp3Bg2258,.,.,,,,
Osa01g00205,Ssp3Ag2119,Ssp3Bg2259,.,.,,,,
Osa01g00206,.,Ssp3Bg2261,.,.,,,,
Osa01g00207,.,.,.,.,,,,
Osa01g00208,Ssp3Ag2122,.,.,Ssp3Dg1626,,,,
Osa01g00209,.,Ssp3Bg2269,Ssp3Cg2640,Ssp3Dg1627,,,,
Osa01g00210,.,Ssp3Bg2268,Ssp3Cg2642,.,,,,
Osa01g00211,.,Ssp3Bg2267,Ssp3Cg2644,.,,,,
Osa01g00212,.,Ssp3Bg2265,Ssp3Cg2645,.,,,,
Osa01g00213,Ssp3Ag2124,Ssp3Bg2264,.,Ssp3Dg1628,,,,
Osa01g00214,.,.,Ssp3Cg2646,.,,,,
Osa01g00215,.,.,.,.,,,,
Osa01g00216,.,Ssp3Bg2265,.,Ssp3Dg1629,,,,
Osa01g00217,Ssp3Ag2125,Ssp3Bg2262,.,.,,,,
Osa01g00218,Ssp3Ag2127,Ssp3Bg2272,.,.,,,,
Osa01g00219,Ssp3Ag2144,.,.,.,,,,
Osa01g00220,Ssp3Ag2143,.,.,.,,,,
Osa01g00221,.,.,Ssp3Cg2650,Ssp3Dg1632,,,,
Osa01g00222,.,.,.,.,,,,
Osa01g00223,Ssp3Ag2134,Ssp3Bg2274,Ssp3Cg2651,.,,,,
Osa01g00224,Ssp3Ag2133,Ssp3Bg2275,Ssp3Cg2652,Ssp3Dg1633,,,,
Osa01g00225,Ssp3Ag2136,Ssp3Bg2276,Ssp3Cg2655,Ssp3Dg1634,,,,
Osa01g00226,.,.,,.,,,,
Osa01g00227,.,Ssp3Bg2277,,Ssp3Dg1635,,,,
Osa01g00228,.,.,,Ssp3Dg1636,,,,
Osa01g00229,.,Ssp3Bg2278,,Ssp3Dg1637,,,,
Osa01g00230,.,.,,.,,,,
Osa01g00231,.,.,,.,,,,
Osa01g00232,Ssp3Ag2130,Ssp3Bg2286,,.,,,,
Osa01g00233,Ssp3Ag2129,Ssp3Bg2287,,Ssp3Dg1639,,,,
Osa01g00234,Ssp3Ag2128,Ssp3Bg2289,,.,,,,
Osa01g00235,.,.,,.,,,,
Osa01g00236,Ssp3Ag2138,.,,Ssp3Dg1641,,,,
Osa01g00237,.,.,,.,,,,
Osa01g00238,.,.,,.,,,,
Osa01g00239,Ssp3Ag2140,Ssp3Bg2293,,.,,,,
Osa01g00240,.,.,,.,,,,
Osa01g00241,.,.,,.,,,,
Osa01g00242,.,Ssp3Bg2294,,.,,,,
Osa01g00243,.,.,,.,,,,
Osa01g00244,.,.,,.,,,,
Osa01g00245,.,.,,.,,,,
Osa01g00246,.,.,,.,,,,
Osa01g00247,.,Ssp3Bg2295,,Ssp3Dg1642,,,,
Osa01g00248,Ssp3Ag2141,.,,Ssp3Dg1643,,,,
Osa01g00249,Ssp3Ag2142,Ssp3Bg2296,,Ssp3Dg1644,,,,
Osa01g00250,Ssp3Ag2146,Ssp3Bg2302,,Ssp3Dg1645,,,,
Osa01g00251,.,.,,.,,,,
Osa01g00252,Ssp3Ag2151,.,,.,,,,
Osa01g00253,.,.,,Ssp3Dg1648,,,,
Osa01g00254,Ssp3Ag2154,.,,Ssp3Dg1649,,,,
Osa01g00255,.,.,,Ssp3Dg1654,,,,
Osa01g00256,Ssp3Ag2158,.,Ssp3Cg2658,Ssp3Dg1655,,,,
Osa01g00257,.,.,.,.,,,,
Osa01g00258,.,.,Ssp3Cg2694,.,,,,
Osa01g00259,Ssp3Ag2160,Ssp3Bg2317,Ssp3Cg2660,.,,,,
Osa01g00260,.,Ssp3Bg2316,Ssp3Cg2662,.,,,,
Osa01g00261,Ssp3Ag2161,Ssp3Bg2315,.,.,,,,
Osa01g00262,Ssp3Ag2162,Ssp3Bg2307,.,.,,,,
Osa01g00263,.,Ssp3Bg2314,.,.,,,,
Osa01g00264,Ssp3Ag2163,Ssp3Bg2310,Ssp3Cg2663,.,,,,
Osa01g00265,.,Ssp3Bg2310,.,.,,,,
Osa01g00266,.,Ssp3Bg2309,.,.,,,,
Osa01g00267,.,.,.,.,,,,
Osa01g00268,.,Ssp3Bg2322,Ssp3Cg2668,Ssp3Dg1659,,,,
Osa01g00269,.,.,.,.,,,,
Osa01g00270,Ssp3Ag2167,Ssp3Bg2323,Ssp3Cg2669,Ssp3Dg1660,,,,
Osa01g00271,Ssp3Ag2168,Ssp3Bg2325,.,.,,,,
Osa01g00272,.,Ssp3Bg2327,.,Ssp3Dg1666,,,,
Osa01g00273,.,.,.,.,,,,
Osa01g00274,.,Ssp3Bg2328,.,Ssp3Dg1665,,,,
Osa01g00275,Ssp3Ag2171,.,.,Ssp3Dg1664,,,,
Osa01g00276,Ssp3Ag2173,Ssp3Bg2329,Ssp3Cg2675,Ssp3Dg1662,,,,
Osa01g00277,Ssp3Ag2174,Ssp3Bg2330,Ssp3Cg2673,Ssp3Dg1661,,,,
Osa01g00278,Ssp3Ag2178,Ssp3Bg2331,Ssp3Cg2672,.,,,,
Osa01g00279,.,Ssp3Bg2332,Ssp3Cg2671,.,,,,
Osa01g00280,.,.,.,.,,,,
Osa01g00281,.,Ssp3Bg2335,Ssp3Cg2703,.,,,,
Osa01g00282,Ssp3Ag2214,.,Ssp3Cg2690,.,,,,
Osa01g00283,Ssp3Ag2181,.,Ssp3Cg2677,.,,,,
Osa01g00284,Ssp3Ag2188,.,.,.,,,,
Osa01g00285,Ssp3Ag2212,Ssp3Bg2339,Ssp3Cg2681,.,,,,
Osa01g00286,Ssp3Ag2195,Ssp3Bg2347,Ssp3Cg2688,.,,,,
Osa01g00287,Ssp3Ag2219,Ssp3Bg2344,.,.,,,,
Osa01g00288,Ssp3Ag2201,Ssp3Bg2340,Ssp3Cg2703,.,,,,
Osa01g00289,.,.,.,.,,,,
Osa01g00290,.,.,.,.,,,,
Osa01g00291,Ssp3Ag2218,.,Ssp3Cg2681,.,,,,
Osa01g00292,Ssp3Ag2195,.,.,Ssp3Dg1679,,,,
Osa01g00293,.,Ssp3Bg2343,Ssp3Cg2676,.,,,,
Osa01g00294,Ssp3Ag2215,Ssp3Bg2342,.,Ssp3Dg1680,,,,
Osa01g00295,Ssp3Ag2189,.,.,.,,,,
Osa01g00296,Ssp3Ag2212,Ssp3Bg2340,.,Ssp3Dg1691,,,,
Osa01g00297,Ssp3Ag2193,Ssp3Bg2339,.,Ssp3Dg1697,,,,
Osa01g00298,Ssp3Ag2221,.,Ssp3Cg2705,Ssp3Dg1703,,,,
Osa01g00299,.,.,.,.,,,,
Osa01g00300,.,.,.,.,,,,
Osa01g00301,Ssp3Ag2222,.,Ssp3Cg2706,Ssp3Dg1704,,,,
Osa01g00302,Ssp3Ag2223,Ssp3Bg2348,.,Ssp3Dg1705,,,,
Osa01g00303,Ssp3Ag2224,Ssp3Bg2349,Ssp3Cg2708,.,,,,
Osa01g00304,Ssp3Ag2225,Ssp3Bg2350,Ssp3Cg2709,Ssp3Dg1706,,,,
Osa01g00305,.,.,.,.,,,,
Osa01g00306,.,.,.,.,,,,
Osa01g00307,.,.,.,.,,,,
Osa01g00308,.,.,.,.,,,,
Osa01g00309,Ssp3Ag2226,.,Ssp3Cg2712,Ssp3Dg1707,,,,
Osa01g00310,Ssp3Ag2227,Ssp3Bg2351,Ssp3Cg2713,.,,,,
Osa01g00311,.,Ssp3Bg2352,.,.,,,,
Osa01g00312,.,.,.,.,,,,
Osa01g00313,.,.,Ssp3Cg2715,.,,,,
Osa01g00314,.,.,.,.,,,,
Osa01g00315,Ssp3Ag2229,.,Ssp3Cg2717,.,,,,
Osa01g00316,.,Ssp3Bg2354,Ssp3Cg2721,.,,,,
Osa01g00317,.,.,.,.,,,,
Osa01g00318,.,Ssp3Bg2355,.,.,,,,
Osa01g00319,.,Ssp3Bg2358,.,Ssp3Dg1709,,,,
Osa01g00320,.,Ssp3Bg2359,Ssp3Cg2722,.,,,,
Osa01g00321,.,.,.,Ssp3Dg1710,,,,
Osa01g00322,.,Ssp3Bg2360,.,Ssp3Dg1711,,,,
Osa01g00323,.,.,.,Ssp3Dg1712,,,,
Osa01g00324,.,Ssp3Bg2365,.,Ssp3Dg1715,,,,
Osa01g00325,Ssp3Ag2230,.,.,.,,,,
Osa01g00326,Ssp3Ag2232,.,Ssp3Cg2723,Ssp3Dg1718,,,,
Osa01g00327,,.,.,.,,,,
Osa01g00328,Ssp3Ag1760,.,Ssp3Cg2724,Ssp3Dg1723,,,,
Osa01g00329,.,.,.,.,,,,
Osa01g00330,.,Ssp3Bg2367,Ssp3Cg2727,Ssp3Dg1727,,,,
Osa01g00331,.,.,.,.,,,,
Osa01g00332,.,.,.,.,,,,
Osa01g00333,Ssp3Ag1758,.,Ssp3Cg2730,.,,,,
Osa01g00334,Ssp3Ag1757,.,.,.,,,,
Osa01g00335,.,.,.,.,,,,
Osa01g00336,Ssp3Ag1755,.,Ssp3Cg2731,Ssp3Dg1728,,,,
Osa01g00337,Ssp3Ag1754,.,Ssp3Cg2732,Ssp3Dg1730,,,,
Osa01g00338,Ssp3Ag1749,Ssp3Bg2368,Ssp3Cg2737,Ssp3Dg1731,,,,
Osa01g00339,Ssp3Ag1748,.,.,.,,,,
Osa01g00340,,.,.,.,,,,
Osa01g00341,,Ssp3Bg2370,Ssp3Cg2738,Ssp3Dg1733,,,,
Osa01g00342,,Ssp3Bg2371,Ssp3Cg2739,Ssp3Dg1734,,,,
Osa01g00343,,.,Ssp3Cg2740,Ssp3Dg1735,,,,
Osa01g00344,,.,.,.,,,,
Osa01g00345,,.,.,.,,,,
Osa01g00346,,.,.,.,,,,
Osa01g00347,,.,.,.,,,,
Osa01g00348,,.,.,.,,,,
Osa01g00349,,.,.,.,,,,
Osa01g00350,,.,.,.,,,,
Osa01g00351,,.,.,.,,,,
Osa01g00352,,.,.,.,,,,
Osa01g00353,,.,.,.,,,,
Osa01g00354,,.,.,.,,,,
Osa01g00355,,.,.,.,,,,
Osa01g00356,,.,.,.,,,,
Osa01g00357,,.,.,.,,,,
Osa01g00358,,.,.,.,,,,
Osa01g00359,,.,.,.,,,,
Osa01g00360,,.,.,.,,,,
Osa01g00361,,.,.,.,,,,
Osa01g00362,,.,.,.,,,,
Osa01g00363,,.,.,.,,,,
Osa01g00364,Ssp3Ag2242,.,Ssp3Cg2750,.,,,,
Osa01g00365,Ssp3Ag2243,.,.,.,,,,
Osa01g00366,Ssp3Ag2246,Ssp3Bg2376,Ssp3Cg2753,Ssp3Dg1741,,,,
Osa01g00367,.,.,.,.,,,,
Osa01g00368,.,.,.,.,,,,
Osa01g00369,.,.,.,Ssp3Dg1745,,,,
Osa01g00370,Ssp3Ag2247,.,.,Ssp3Dg1746,,,,
Osa01g00371,Ssp3Ag2248,Ssp3Bg2377,.,Ssp3Dg1747,,,,
Osa01g00372,.,.,.,Ssp3Dg1748,,,,
Osa01g00373,.,.,.,.,,,,
Osa01g00374,.,.,.,.,,,,
Osa01g00375,.,.,.,.,,,,
Osa01g00376,.,.,.,.,,,,
Osa01g00377,.,.,.,.,,,,
Osa01g00378,.,.,.,.,,,,
Osa01g00379,.,.,.,.,,,,
Osa01g00380,.,.,.,.,,,,
Osa01g00381,.,.,.,.,,,,
Osa01g00382,.,.,Ssp3Cg2756,.,,,,
Osa01g00383,.,.,.,.,,,,
Osa01g00384,.,.,.,.,,,,
Osa01g00385,.,.,.,.,,,,
Osa01g00386,.,Ssp3Bg2400,.,.,,,,
Osa01g00387,.,.,.,.,,,,
Osa01g00388,Ssp3Ag2250,Ssp3Bg2385,Ssp3Cg2758,.,,,,
Osa01g00389,.,Ssp3Bg2386,.,Ssp3Dg1750,,,,
Osa01g00390,.,Ssp3Bg2385,.,.,,,,
Osa01g00391,Ssp3Ag2251,.,Ssp3Cg2759,.,,,,
Osa01g00392,Ssp3Ag2252,Ssp3Bg2384,Ssp3Cg2760,.,,,,
Osa01g00393,Ssp3Ag2253,.,.,.,,,,
Osa01g00394,.,.,Ssp3Cg2761,.,,,,
Osa01g00395,.,.,.,.,,,,
Osa01g00396,.,Ssp3Bg2383,.,.,,,,
Osa01g00397,.,.,.,.,,,,
Osa01g00398,.,.,.,.,,,,
Osa01g00399,.,.,.,.,,,,
Osa01g00400,Ssp3Ag2254,Ssp3Bg2380,.,Ssp3Dg1751,,,,
Osa01g00401,Ssp3Ag2255,Ssp3Bg2379,Ssp3Cg2764,.,,,,
Osa01g00402,Ssp3Ag2256,Ssp3Bg2391,Ssp3Cg2765,Ssp3Dg1752,,,,
Osa01g00403,.,.,.,.,,,,
Osa01g00404,Ssp3Ag2257,.,Ssp3Cg2766,Ssp3Dg1753,,,,
Osa01g00405,Ssp3Ag2258,Ssp3Bg2398,Ssp3Cg2767,Ssp3Dg1754,,,,
Osa01g00406,Ssp3Ag2259,.,Ssp3Cg2768,.,,,,
Osa01g00407,Ssp3Ag2260,.,.,Ssp3Dg1757,,,,
Osa01g00408,Ssp3Ag2270,Ssp3Bg2400,Ssp3Cg2769,Ssp3Dg1759,,,,
Osa01g00409,.,.,.,.,,,,
Osa01g00410,.,.,.,.,,,,
Osa01g00411,.,.,Ssp3Cg2777,Ssp3Dg1780,,,,
Osa01g00412,Ssp3Ag2278,.,.,.,,,,
Osa01g00413,.,.,.,.,,,,
Osa01g00414,.,.,.,.,,,,
Osa01g00415,.,.,Ssp3Cg2769,.,,,,
Osa01g00416,.,.,Ssp3Cg2780,.,,,,
Osa01g00417,.,.,Ssp3Cg2777,.,,,,
Osa01g00418,Ssp3Ag2282,.,Ssp3Cg2781,.,,,,
Osa01g00419,Ssp3Ag2292,.,Ssp3Cg2786,Ssp3Dg1781,,,,
Osa01g00420,Ssp3Ag2291,Ssp3Bg2423,Ssp3Cg2785,Ssp3Dg1786,,,,
Osa01g00421,.,.,.,.,,,,
Osa01g00422,.,Ssp3Bg2416,Ssp3Cg2778,.,,,,
Osa01g00423,Ssp3Ag2290,.,Ssp3Cg2782,.,,,,
Osa01g00424,.,.,.,.,,,,
Osa01g00425,.,Ssp3Bg2422,Ssp3Cg2779,Ssp3Dg1787,,,,
Osa01g00426,Ssp3Ag2289,.,Ssp3Cg2782,Ssp3Dg1788,,,,
Osa01g00427,Ssp3Ag2293,.,.,Ssp3Dg1790,,,,
Osa01g00428,Ssp3Ag2300,.,.,Ssp3Dg1793,,,,
Osa01g00429,.,.,.,.,,,,
Osa01g00430,Ssp3Ag2285,Ssp3Bg2420,.,.,,,,
Osa01g00431,.,.,.,.,,,,
Osa01g00432,Ssp3Ag2301,Ssp3Bg2416,Ssp3Cg2778,.,,,,
Osa01g00433,Ssp3Ag2303,Ssp3Bg2415,.,Ssp3Dg1794,,,,
Osa01g00434,.,.,.,.,,,,
Osa01g00435,.,.,.,.,,,,
